0.000000000000000000e+00 1.418739854272583756e+00 5.559354985134349114e+00 5.559354985134349114e+00 3.932756174319233189e+00 4.633598414812359678e+00 4.633598414812359678e+00 4.633598414812359678e+00 3.326849425449921682e+00 3.326849425449921682e+00 3.326849425449921682e+00 1.512929781321985967e+00 -1.822704910748287610e-01 -5.887918907896745602e-02 1.295688443270047285e+00 1.295688443270047285e+00 1.295688443270047285e+00 -6.764411163638396618e-02 -2.705731639475070782e+00
0.000000000000000000e+00 1.410215949235963606e+00 4.574185223741440431e+00 4.574185223741440431e+00 3.862447851641578556e+00 3.862447851641578556e+00 3.862447851641578556e+00 3.862447851641578556e+00 4.302650076333303986e+00 4.302650076333303986e+00 4.321592565874590619e+00 1.510947644502451448e+00 -5.092793460665021033e-02 -2.791021730872265683e-01 2.576127194548090138e+00 2.576127194548090138e+00 3.482699811066038098e+00 7.526572773144593088e-03 -2.694666756519215056e+00
0.000000000000000000e+00 1.338487288734003133e+00 4.664512643469115538e+00 4.664512643469115538e+00 4.664512643469115538e+00 4.496755860704101160e+00 4.019656041240802224e+00 4.019656041240802224e+00 4.552768678118801482e+00 4.552768678118801482e+00 8.090452044849360647e+00 1.596834193478143815e+00 -1.966946877428581986e-01 1.797663177286384917e-02 2.052907606978217725e+00 1.193935085789546546e+00 2.331497484895620254e+00 3.764801803661342872e-01 -2.717220864413179005e+00
0.000000000000000000e+00 1.395592353989563383e+00 1.395592353989563383e+00 4.005078761391959397e+00 4.005078761391959397e+00 3.931601117737701490e+00 3.931601117737701490e+00 3.931601117737701490e+00 3.975277932714636364e+00 5.745569769258311865e+00 4.427722189707765210e+00 1.527791786479107294e+00 -1.060329611972315733e-01 -3.143390843708988580e-01 -3.143390843708988580e-01 5.526547682873700351e-01 5.526547682873700351e-01 5.167791373456805948e-01 -2.817074774552838612e+00
0.000000000000000000e+00 1.370624798903163244e+00 5.633861511408254863e+00 4.443368182385780685e+00 4.443368182385780685e+00 3.674449032076128940e+00 3.674449032076128940e+00 3.674449032076128940e+00 3.848927986068047424e+00 3.848927986068047424e+00 4.328940951895137168e+00 1.373437368694540917e+00 1.932950801021351278e-02 -2.053298926072663066e-01 3.062520230797828980e+00 9.331838738710909187e-01 9.331838738710909187e-01 8.383761871341825767e-02 -2.753970163412251537e+00
0.000000000000000000e+00 1.392739513973661358e+00 5.663413893083673933e+00 3.923397520911178216e+00 3.923397520911178216e+00 3.923397520911178216e+00 3.923397520911178216e+00 5.125280619384406933e+00 4.566915557712882823e+00 5.919422518178515169e+00 4.160673172621767613e+00 1.682915281261474494e+00 -1.163881704474960949e-01 -1.211580345842051126e-01 2.341954784243834631e+00 2.001379172976681442e+00 2.003975017394753699e+00 -1.835393750277379277e-01 -2.725327936705181031e+00
0.000000000000000000e+00 1.422675411605350382e+00 4.082835705521168812e+00 4.082835705521168812e+00 4.206747516436722734e+00 4.206747516436722734e+00 4.206747516436722734e+00 3.848350648639546012e+00 3.848350648639546012e+00 4.142646377811778358e+00 5.967704606962848324e+00 1.628694529008916980e+00 -1.938034642351409986e-01 -1.878889632075247396e-01 -1.878889632075247396e-01 1.544933997775396195e+00 2.166508762663360343e+00 2.460056213848869078e-01 -2.748334456306300577e+00
0.000000000000000000e+00 1.428733972091134952e+00 6.151766659635983459e+00 3.827416501763045709e+00 3.827416501763045709e+00 3.827416501763045709e+00 4.137171658209084946e+00 3.657513452838077495e+00 3.657513452838077495e+00 4.286544296385690345e+00 4.270919084827959011e+00 1.380138788826249518e+00 -7.168141066984172818e-03 -1.941608974634451146e-01 -1.941608974634451146e-01 1.090533603794812567e+00 3.833497813762360984e+00 4.463929156478133042e-01 -2.660880289866582871e+00
0.000000000000000000e+00 1.387064734410339062e+00 4.221247935951957686e+00 4.221247935951957686e+00 4.446211173624181612e+00 4.446211173624181612e+00 4.807291023290230392e+00 4.807291023290230392e+00 4.807291023290230392e+00 4.809573458037228910e+00 4.809573458037228910e+00 1.714032717200698830e+00 -2.064348087864822101e-01 -2.632112054702088755e-01 -2.632112054702088755e-01 3.741121133204835747e+00 7.884756889435258209e-01 6.055599565729683498e-01 -2.726320864598369642e+00
0.000000000000000000e+00 1.390208122874758923e+00 3.951261345327579555e+00 3.951261345327579555e+00 3.951261345327579555e+00 3.951261345327579555e+00 4.112703275399918645e+00 4.112703275399918645e+00 4.112703275399918645e+00 2.857216548778378051e+00 2.857216548778378051e+00 1.580516548855545933e+00 -1.874739788065710178e-01 -3.314030067975960447e-01 -3.314030067975960447e-01 3.172744474809536808e+00 8.790309964905640427e-01 6.517021152285602525e-01 -2.635475206508900659e+00
