0.000000000000000000e+00 1.386221626261966211e+00 3.370242764645339673e+00 3.370242764645339673e+00 3.370242764645339673e+00 3.370242764645339673e+00 2.864902812661894949e+00 2.864902812661894949e+00 3.532720693502549025e+00 3.532720693502549025e+00 3.532720693502549025e+00 9.384157163199343676e-01 5.694977707619877094e-01 -3.809541440696696118e-02 5.469174583274314383e-01 1.178481754861518294e+00 1.140767885926797787e+00 3.556153640155915729e-01 -2.659388796891701379e+00 -1.891554843842445655e+00 -4.650655973617333849e+00 -8.212578428951431420e+00
0.000000000000000000e+00 1.351831094916393639e+00 1.351831094916393639e+00 3.788740370445067729e+00 6.252825062633905695e+00 2.501294301498282913e+00 2.501294301498282913e+00 3.096575108083985839e+00 3.096575108083985839e+00 3.876723814415725222e+00 3.876723814415725222e+00 1.975194424316881747e+00 -1.164580327951459660e-01 7.215531595552659994e-01 1.474632982740411713e-01 1.351618821547430516e+00 1.351618821547430516e+00 -8.234708911706699608e-01 -2.647516420308046126e+00 1.755868075170338993e-01 -4.657021451316436966e+00 -8.353841117922868875e+00
0.000000000000000000e+00 1.563589595543587674e+00 2.628570859880194455e+00 2.765007310446268907e+00 2.765007310446268907e+00 2.765007310446268907e+00 2.775528086739152300e+00 3.288184552093514679e+00 3.288184552093514679e+00 3.448603436882271556e+00 3.139562182395084111e+00 1.811218159107212289e+00 1.568940418293076344e-01 -6.072997539401098210e-01 -6.072997539401098210e-01 1.159724230009354651e+00 9.414478175959419826e-01 9.414478175959419826e-01 -2.999513398236536066e+00 -1.742054342122439259e+00 -4.583863112185200706e+00 -8.001330021991474695e+00
0.000000000000000000e+00 1.356413597736465526e+00 1.356413597736465526e+00 2.943959098663625706e+00 2.943959098663625706e+00 2.943959098663625706e+00 2.484395194724803968e+00 2.484395194724803968e+00 2.997896636396542025e+00 2.997896636396542025e+00 3.257902773724352663e+00 1.914468818462186528e+00 -2.754800057855302242e-01 2.580755429700777870e-01 1.556967883992811386e-01 1.827996161747519110e+00 1.827996161747519110e+00 -6.876294053341043266e-01 -2.238464341737704810e+00 -1.305847598488047545e+00 -5.019721413696878187e+00 -7.978994145958882456e+00
0.000000000000000000e+00 1.561780356884811205e+00 3.268662989892533677e+00 3.268662989892533677e+00 2.183496300129433187e+00 2.183496300129433187e+00 4.227102770462511927e+00 4.227102770462511927e+00 4.709843491108452795e+00 4.125891304794866876e+00 4.125891304794866876e+00 1.432720518537530241e+00 -1.675889001739110373e-01 1.712417961390571008e+00 9.947858337336266121e-01 2.437556031085190422e-02 2.437556031085190422e-02 -4.173415898334794649e-01 -2.559845277639489325e+00 -1.143186083743452874e+00 -4.696710826584380882e+00 -7.929135507193864285e+00
0.000000000000000000e+00 1.350322981293469171e+00 1.350322981293469171e+00 2.043703449256293769e+00 2.043703449256293769e+00 2.043703449256293769e+00 2.043703449256293769e+00 2.043703449256293769e+00 2.043703449256293769e+00 2.043703449256293769e+00 2.545360649650980633e+00 1.855809765227447894e+00 -2.890252669215107595e-01 -3.872288564119490406e-01 1.205625808364885865e+00 1.205625808364885865e+00 9.058758875771824037e-01 -4.210583808370871317e-01 -2.716013319494697598e+00 -1.449905879986438828e+00 -4.530186293967339850e+00 -8.140686167311431021e+00
0.000000000000000000e+00 1.369965748495379110e+00 1.369965748495379110e+00 4.299742175328375104e+00 4.299742175328375104e+00 4.299742175328375104e+00 4.299742175328375104e+00 4.299742175328375104e+00 2.259160583201679007e+00 2.259160583201679007e+00 3.956911175356630839e+00 1.984027419794639036e+00 -5.832513783192087020e-01 -2.884830649954739368e-01 -2.884830649954739368e-01 7.216279945891477254e-01 7.216279945891477254e-01 2.874806666013781653e-01 -2.906482836159327121e+00 -2.263796838968533454e+00 -4.292029367776590831e+00 -8.242090791699954622e+00
0.000000000000000000e+00 1.320346328893756915e+00 1.320346328893756915e+00 1.320346328893756915e+00 2.435910519160366050e+00 2.435910519160366050e+00 2.435910519160366050e+00 4.902064548314597481e+00 4.902064548314597481e+00 2.590342497062307459e+00 2.590342497062307459e+00 1.190011990083521987e+00 3.421860049275117222e-01 -5.454040330515556034e-01 -5.454040330515556034e-01 -9.692197359992044473e-03 -9.692197359992044473e-03 1.927622596186914672e+00 -2.464738167824796378e+00 -1.994833004418215872e+00 -4.701660583658483716e+00 -8.197418286780498775e+00
0.000000000000000000e+00 1.561215894031705353e+00 2.571887977776428080e+00 4.818506670236947897e+00 4.818506670236947897e+00 2.900164287636480598e+00 3.801246470229890484e+00 3.801246470229890484e+00 2.323640219467391521e+00 2.323640219467391521e+00 3.156797760884026971e+00 2.044463636277000340e+00 -3.235165435321110117e-01 7.889623120243723919e-01 4.745865394673492443e-01 4.745865394673492443e-01 9.920728274640437938e-01 3.135509169532700313e-01 -2.656475186847803815e+00 -2.562758329907669275e+00 -4.490847958635602488e+00 -8.225383906758491293e+00
0.000000000000000000e+00 1.356921907715791242e+00 1.356921907715791242e+00 6.369206433372411880e+00 3.583381761559299328e+00 7.411788403274696790e+00 3.451958391367540013e+00 3.451958391367540013e+00 3.841706766010165808e+00 2.566400259417035201e+00 2.566400259417035201e+00 1.476731758572614739e+00 9.542984397389883688e-02 -9.863386124077731798e-02 -1.206123564249785562e-01 -1.206123564249785562e-01 -3.480661732096679284e-01 -3.480661732096679284e-01 -2.451805530628105689e+00 -2.517359143753558737e+00 -4.229977676352124405e+00 -8.033597219401162448e+00
